flight_date,flight_datetime,flight_phase,flight_number,departure,destination,ALTITUDE_STANDARD,flight_phase_name
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:02,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-256,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-255,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-255,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:03,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-257,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-262,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-258,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-261,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-259,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:04,1,TEST0996,ABCD,UVWL,-260,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-266,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-267,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-270,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-269,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
11/23/2001,11/23/2001 6:06,1,TEST0996,ABCD,UVWL,-268,Taxi out and takeoff
